Store_name,Contact_number,Co-ordinates,Address,Timings
 Lifestyle Stores ,18001231555,7J3R2X55+7X,"67/71, Brookefields,Krishnaswamy Road,Coimbatore - 641001",Mon 11:00 AM - 09:30 PM Tue 11:00 AM - 09:30 PM Wed 11:00 AM - 09:30 PM Thu 11:00 AM - 09:30 PM Fri 11:00 AM - 09:30 PM Sat 11:00 AM - 09:30 PM Sun 11:00 AM - 09:30 PM
